SCHOOLCODE,SCHOOLNAME,LON,LAT,LEVELTEXT,LEVEL,CLUSTER,WARD,FORTYFORTY,YEAR,ATRISKENROLLMENT,ECEENROLLMENT,ELLENROLLMENT,SPEDENROLLMENT,TOTALENROLLMENT,AMT_ENROLLMENT,AMT_SPED,AMT_ELL,AMT_ASPECR,AMT_TITLE,AMT_SPECIALTY,AMT_PPFM,AMT_STABILIZATION,AMT_ATRISK_ENROLLMENT,AMT_ATRISK_SPED,AMT_ATRISK_ELL,AMT_ATRISK_SPECIALTY,AMT_ATRISK_ASPECR,AMT_ATRISK_STABILIZATION,AMT_ATRISK_FLEX,AMT_ATRISK,AMT_TOTAL
344,"King, M.L. ES",-76.998238991,38.842442852,Elementary,es,1,8,TRUE,2015,0.8097560976,90,0,38,412,3876649.90881875,473130.625,0,63926.876,177719.251993339,0,0,0,141200,0,0,0,0,42010.2802025843,0,183210.280202584,4774636.94201467
417,Kramer MS,-76.980171305,38.87128607,Middle,ms,7,8,TRUE,2015,0.7907608696,0,0,86,371,2440319.73383112,1048855.925,0,0,159513.865203777,0,0,0,897554,156348,0,0,0,0,0,1053902,4702591.5240349
261,Lafayette ES,-77.068037122,38.96662722,Elementary,es,4,4,FALSE,2015,0.0348330914,80,18,37,700,5068351.66714625,359579.275,94626.125,0,17225,0,883417.93285375,0,70000,0,0,0,0,0,0,70000,6493200
235,Langley ES,-77.005890393,38.915162564,Elementary,es,4,5,FALSE,2015,0.575,70,9,76,291,2456472.47882813,1113382.62,86109.77375,50149.29075,121369.245263744,0,0,0,123726,156348,0,0,0,0,0,280074,4107557.40859187
264,LaSalle-Backus EC,-76.999882544,38.959971809,Education Campus,campus,6,4,TRUE,2015,0.5789473684,51,98,63,357,3493779.02844375,1163636.645,378504.5,50149.29075,148243.863857858,0,0,0,352952,47313,0,0,0,0,0,400265,5634578.32805161
266,Leckie ES,-77.012891913,38.828196449,Elementary,es,2,8,FALSE,2015,0.5267379679,105,1,40,402,3650783.59810937,283878.5,4731.30625,77704.46125,162114.634745143,0,0,0,40200,94626,0,0,0,0,0,134826,4314038.50035452
271,Ludlow-Taylor ES,-76.996492494,38.898743808,Elementary,es,1,6,FALSE,2015,0.3712374582,106,5,58,336,3138107.33667812,1049773.4225,21764.00875,119037.217,129605.015478069,0,0,0,33600,0,0,0,0,0,0,33600,4491887.00040619
884,Luke Moore HS,-76.992316326,38.932276047,High,hs,9,5,TRUE,2015,NA,0,2,30,382,2864979.32243425,542821.05,8516.35125,-11500,157780.018842867,0,118667,0,130620,0,0,0,92420,0,0,223040,3904303.74252712
308,Malcolm X ES,-76.983398577,38.841645061,Elementary,es,2,8,TRUE,2015,0.76,66,0,28,218,2167660.70015,495507.9875,0,0,97528.8578012226,0,0,0,121800,0,0,0,0,0,0,121800,2882497.54545122
273,Mann ES,-77.087826194,38.934291971,Elementary,es,5,3,FALSE,2015,0.0069686411,40,35,15,301,2729564.42345625,208177.475,141939.1875,0,7175,0,0,0,30100,0,0,0,0,0,0,30100,3116956.08595625
284,Marie Reed ES,-77.040529953,38.919167306,Elementary,es,3,1,FALSE,2015,0.3554376658,96,233,34,390,3671926.49655,425817.5625,1088200.4375,105259.63175,163415.019515826,0,0,0,39000,0,0,0,0,0,0,39000,5493619.14781583
274,Maury ES,-76.988657501,38.89218486,Elementary,es,5,6,FALSE,2015,0.197640118,86,2,25,362,3070535.32819063,283878.375,8516.35125,45000,8475,49626.125,0,0,36200,0,0,0,0,0,0,36200,3502231.17944063
280,Miner ES,-76.982904319,38.897375681,Elementary,es,5,6,FALSE,2015,0.720657277,105,6,58,408,3635878.80754062,787510.84,21764.00875,77704.46125,184654.637436981,0,0,0,40800,30861,0,0,0,502155.418386226,0,573816.418386226,5281329.17336383
285,Moten ES,-76.982943653,38.856657189,Elementary,es,4,8,TRUE,2015,0.7983425414,87,2,43,400,3587902.45062187,503632.715,8516.35125,50149.29075,156913.095662411,0,0,0,140000,220113,0,0,0,0,0,360113,4667226.90328429
287,Murch ES,-77.070079209,38.952933189,Elementary,es,1,3,FALSE,2015,0.0367412141,60,73,31,680,4493706.83471625,534493.465,283878.375,0,15650,0,722699.32528375,0,257252,0,0,0,0,0,0,257252,6307680
288,Nalle ES,-76.930796505,38.885954084,Elementary,es,2,7,TRUE,2015,0.7208672087,107,9,40,380,3645252.83785937,425817.5625,38796.71125,0,159947.326794005,0,0,0,138000,0,0,0,0,0,0,138000,4407814.43840338
291,Orr ES,-76.974484017,38.871796823,Elementary,es,5,8,TRUE,2015,0.7211267606,106,0,48,372,3178030.925675,475173.75,0,0,153878.864530818,0,0,0,137200,92583,0,0,0,36131.1292672441,0,265914.129267244,4072997.66947306
292,Oyster-Adams Bilingual School,-77.044377251,38.917309201,Education Campus,campus,3,3,FALSE,2015,0.0665658094,46,108,78,657,5488080.88797375,1260821.045,567756.75,0,16525,500000,0,0,756203,0,0,0,0,0,0,756203,8589386.68297375
294,Patterson ES,-77.008484709,38.826966026,Elementary,es,3,8,TRUE,2015,0.7752808989,79,1,83,374,3070438.55300938,1018912.6725,4731.30625,77704.46125,154312.326121045,0,0,0,137400,220113,0,0,0,0,0,357513,4683612.31913042
295,Payne ES,-76.984194914,38.885132314,Elementary,es,2,6,FALSE,2015,0.5465116279,79,4,42,279,2598667.32895,988254.78,17032.7025,63926.876,111833.090278735,0,0,0,27900,220113,0,0,0,0,0,248013,4027727.77772874
301,Peabody ES,-76.999857987,38.892895991,Elementary,es,2,6,FALSE,2015,0.0701754386,141,5,10,229,2351544.11183125,141939.1875,17032.7025,0,5700,0,0,0,22900,0,0,0,0,0,0,22900,2539116.00183125
478,Phelps ACE HS,-76.971897631,38.901991687,High,hs,8,5,FALSE,2015,0.4702194357,0,15,40,354,2918985.18470487,565198.4125,47313.0625,0,98741.1066080793,0,0,0,59676,0,0,0,24276,428142.496254262,0,512094.496254262,4142332.26256722
299,Plummer ES,-76.939934676,38.887239863,Elementary,es,1,7,FALSE,2015,0.7716346154,76,22,85,434,3759223.38329875,902088.52,94626.125,50149.29075,180320.021534705,0,0,0,43400,39009,0,0,0,0,0,82409,5068816.34058345
300,Powell ES,-77.031227422,38.941534009,Elementary,es,3,4,FALSE,2015,0.4458128079,88,251,49,435,3974882.58361125,662382.875,1355447.17,91482.0465,175985.405632428,0,0,0,43500,0,0,0,0,0,0,43500,6303680.08074368
316,Randle Highlands ES,-76.964356283,38.870091402,Elementary,es,2,7,FALSE,2015,0.647761194,83,2,49,328,3126362.60534688,520443.6875,8516.35125,77704.46125,145209.632726265,0,0,0,32800,0,0,0,0,72700.9495602916,0,105500.949560292,3983737.68763343
302,Raymond EC,-77.02643266,38.935810871,Education Campus,campus,6,4,FALSE,2015,0.4548802947,105,232,88,553,4180532.31492,662383,1118881.8575,77704.46125,235369.643493617,0,0,0,751056,94626,0,0,0,0,0,845682,7120553.27716362
459,Roosevelt HS,-77.027776341,38.943608176,High,hs,9,4,TRUE,2015,0.696347032,0,107,113,432,3215113.08690112,1792373.495,567756.75,-10000,189856.176519713,0,0,0,109844,139740,0,0,66644,0,0,316228,6071327.50842084
456,Roosevelt STAY,-77.027776341,38.943608176,STAY,other,9,4,FALSE,2015,NA,0,39,38,655,2753080.4380225,331191.4375,94626.125,0,15675,0,0,0,254752,0,0,0,0,0,0,254752,3449325.0005225
305,Ross ES,-77.039662145,38.912390814,Elementary,es,4,2,FALSE,2015,0.0745341615,35,34,8,168,1793615.41191875,160864.4125,141939.1875,0,4025,0,0,0,111426,0,0,0,0,0,0,111426,2211870.01191875
307,Savoy ES,-76.993604261,38.862851652,Elementary,es,1,8,TRUE,2015,0.7303921569,70,6,40,419,3596579.00066562,473130.625,21764.00875,63926.876,176852.328812884,0,0,0,141900,0,0,0,0,0,0,141900,4474152.83922851
943,School-Within-School,-76.993183024,38.897564662,Elementary,es,1,6,FALSE,2015,0.078,72,0,34,243,2197472.895425,737795.4925,0,0,5125,0,0,0,24300,0,0,0,0,0,0,24300,2964693.387925
466,School Without Walls HS,-77.048186466,38.898123787,High,hs,9,2,FALSE,2015,0.0854700855,0,0,5,585,3133444.11895675,274271.62125,0,0,14625,495436,769340.25979325,0,739343,0,0,0,0,0,0,739343,5426460
409,School Without Walls @ Francis-Stevens EC,-77.052320997,38.907469168,Education Campus,campus,9,2,FALSE,2015,NA,64,25,42,324,2837265.34412813,1254378.14625,94626.125,50149.29075,76179.737670517,0,0,0,,,0,,,,0,0,4312598.64379864
309,Seaton ES,-77.024882467,38.910618362,Elementary,es,4,6,FALSE,2015,0.5138339921,97,126,37,278,2551322.26094375,626537.85,567756.75,63926.876,109665.782327597,0,0,0,146467,94626,0,0,0,0,0,241093,4160302.51927135
313,Shepherd ES,-77.033995228,38.984602949,Elementary,es,1,4,FALSE,2015,0.1513157895,54,5,27,321,3008218.78715938,283878.375,21764.00875,0,7600,0,0,0,32100,0,0,0,0,0,0,32100,3353561.17090938
315,Simon ES,-77.000194997,38.835980202,Elementary,es,4,8,TRUE,2015,0.7601351351,51,2,46,310,2716069.25879687,425817.5625,8516.35125,0,128304.630707386,47313,0,0,131000,0,0,0,0,0,0,131000,3457020.80325426
322,Smothers ES,-76.938468639,38.893553701,Elementary,es,5,7,TRUE,2015,0.7103448276,73,3,44,304,2835854.25281875,581806.5275,0,50149.29075,125703.86116602,0,0,0,130400,0,0,0,0,0,0,130400,3723913.93223477
427,Sousa MS,-76.953158845,38.883894076,Middle,ms,7,7,FALSE,2015,0.7084745763,0,0,59,286,2349331.4207625,732049.7775,0,0,127871.169117158,0,0,0,464519,39009,0,0,0,0,0,503528,3712780.36737966
319,Stanton ES,-76.968490227,38.859271774,Elementary,es,2,8,TRUE,2015,0.8307692308,90,1,80,607,4718583.62517188,757009,4731.30625,63926.876,253575.030283179,0,0,0,160700,0,0,0,0,0,0,160700,5958525.83770505
321,Stoddert ES,-77.079073796,38.923044313,Elementary,es,5,3,FALSE,2015,0.0367454068,40,73,23,429,3624639.91736875,331191.4375,331191.4375,0,9525,0,0,0,42900,0,0,0,0,0,0,42900,4339447.79236875
428,Stuart-Hobson MS,-77.00000438,38.89629737,Middle,ms,7,6,FALSE,2015,0.3045563549,0,3,52,424,2527749.86679875,551125.1075,13247.6575,0,99546.367938096,0,0,0,1235327,0,0,0,0,0,0,1235327,4426995.99973685
324,Takoma EC,-77.022794928,38.975042541,Education Campus,campus,6,4,FALSE,2015,0.4660633484,73,115,81,458,3903474.351805,1300388.5125,567756.75,77704.46125,191590.022880624,0,0,0,287739,0,0,0,0,0,0,287739,6328653.09843562
325,Thomas ES,-76.952110911,38.901278637,Elementary,es,1,7,TRUE,2015,0.7439613527,84,1,82,435,3651826.91543312,762551.7425,4731.30625,63926.876,179453.09835425,0,0,0,143500,164496,0,0,0,0,0,307996,4970485.93853737
326,Thomson ES,-77.028430033,38.903496003,Elementary,es,1,2,FALSE,2015,0.4152249135,67,189,44,280,2677141.84208125,378504.5,757009,77704.46125,125270.399575793,0,0,0,28000,0,0,0,0,0,0,28000,4043630.20290704
327,Truesdell EC,-77.025071576,38.953968357,Education Campus,campus,6,4,FALSE,2015,0.53125,82,256,84,484,4276621.31542875,851635.125,1213507.9825,50149.29075,208061.563309275,0,0,0,365652,0,0,0,0,0,0,365652,6965627.27698802
328,Tubman ES,-77.029443298,38.929198235,Elementary,es,4,1,FALSE,2015,0.6306483301,69,179,71,527,4462615.05150875,896366.4475,898948.1875,77704.46125,220631.949425877,0,0,0,52700,94626,0,0,0,0,0,147326,6703592.09718463
329,Turner ES,-76.980309925,38.847634942,Elementary,es,1,8,TRUE,2015,0.7791563275,87,0,39,426,3967926.27003625,403260.625,0,63926.876,174685.020861745,0,0,0,142600,69870,0,0,0,0,0,212470,4822268.791898
330,Tyler ES,-76.992041663,38.881084023,Elementary,es,3,6,TRUE,2015,0.4023668639,144,6,71,549,4623378.19598563,1191712.61,21764.00875,63926.876,219765.026245422,0,0,0,249526,0,0,0,0,0,0,249526,6370072.71698105
332,Walker-Jones EC,-77.01391586,38.904191757,Education Campus,campus,5,6,TRUE,2015,0.718061674,86,12,110,461,3985286.61666,1444730.11,47313.0625,91482.0465,196791.561963356,0,0,0,316039,125487,0,0,0,0,0,441526,6207129.39762336
474,Washington Metropolitan HS,-77.015584665,38.920429783,High,hs,8,1,TRUE,2015,NA,0,4,46,304,2647190.68259587,857404.3725,17032.7025,0,121369.245263744,0,0,0,70860,0,0,0,40460,0,0,111320,3754317.00285962
333,Watkins ES,-76.989996769,38.883466674,Elementary,es,2,6,FALSE,2015,0.2146788991,0,3,39,523,3591382.70779,473130.625,13247.6575,63926.876,93652.7339184872,0,379176.399791513,0,146926,0,0,0,0,0,0,146926,4761443
336,West EC,-77.032253056,38.95136708,Education Campus,campus,6,4,FALSE,2015,0.3410852713,70,14,29,273,2909804.6051875,283878.5,94626.125,50149.29075,69989.0472134195,0,0,0,145300,94626,0,0,0,0,0,239926,3648373.56815092
335,Wheatley EC,-76.988500771,38.90411741,Education Campus,campus,5,5,TRUE,2015,0.7805429864,68,3,75,435,3766877.0259675,851635.125,13247.6575,77704.46125,191590.022880624,0,0,0,550004,0,0,0,0,0,0,550004,5451058.29259812
338,Whittier EC,-77.019238602,38.965856939,Education Campus,campus,6,4,FALSE,2015,0.5607734807,51,39,83,348,2921916.75245625,933759.4825,141939.1875,50149.29075,156913.095662411,0,0,0,611376,561627,0,0,0,0,0,1173003,5377680.80886866
463,Wilson HS,-77.077775201,38.950155808,High,hs,8,3,FALSE,2015,0.2010613208,0,80,184,1708,9874593.51289363,2235181.85,473130.625,0,42400,0,2976946.01210638,0,243628,0,0,0,72828,0,0,316456,15918708
464,"Woodson, H.D. HS",-76.922322143,38.896782823,High,hs,9,7,TRUE,2015,0.6850393701,0,7,213,729,5007079.58216363,2786330.49,30280.36,0,330297.731753474,0,0,0,145728,39009,0,0,72828,0,0,257565,8411553.1639171
861,Youth Services Center,-76.988585838,38.91213926,Alternative,other,8,5,FALSE,2015,NA,0,1,32,70,1296442.0636875,709695.9375,0,8092,15675,0,0,0,10000,0,0,0,0,0,0,10000,2039905.0011875
202,Aiton ES,-76.933700916,38.897001477,Elementary,es,4,7,TRUE,2016,0.82,79,1,50,265,2539741.44150469,582219.8122365,0,46497.9585,113520.952578978,0,0,0,339940,93040,0,0,0,0,0,432980,3714960.16482016
203,Amidon-Bowen ES,-77.018125299,38.879515067,Elementary,es,3,6,TRUE,2016,0.74,68,7,75,366,3045275.90047907,792279.624473,29637.5179140127,0,149876.219235562,0,0,0,379830,93040,0,0,0,0,0,472870,4489939.26210165
450,Anacostia HS,-76.983077254,38.870083725,High,hs,8,8,TRUE,2016,0.89,0,0,220,636,4646789.89503719,3276039.1246015,0,0,286636.980643443,0,0,0,961938.6,0,0,0,97104,0,0,1059042.6,9268508.60028213
452,Ballou HS,-77.000975263,38.839382331,High,hs,8,8,TRUE,2016,0.85,0,2,270,818,5501484.87263005,3497100.3146015,8459.86537348,0,327397.399909254,301747,0,0,1219494.5,0,0,0,80920,0,0,1300414.5,10936603.9525143
462,Ballou STAY,-77.000975263,38.839382331,STAY,other,8,8,FALSE,2016,NA,0,0,45,485,2319411.68533388,279120,0,0,14775,0,0,240733.562401835,0,0,0,0,0,0,0,0,2854040.24773572
204,Bancroft ES,-77.040553444,38.934318023,Elementary,es,3,1,FALSE,2016,0.36,115,295,56,516,4077936.45428426,675259.8122365,1349080,110359.256,156842.326062021,0,0,0,218185,0,93040,0,0,0,0,311225,6680702.84858278
205,Barnard ES,-77.01777708,38.948230613,Elementary,es,5,4,FALSE,2016,0.47,139,193,70,634,4631760.54478179,1122238.497892,837360,238081.851,261207.095509927,0,0,0,369691.827906977,46520,93040,0,0,0,0,509251.827906977,7599899.81709069
206,Beers ES,-76.95560475,38.864349505,Elementary,es,2,7,FALSE,2016,0.55,101,1,96,434,3554053.42218543,1356278.122365,0,0,190198.62324045,0,0,0,412900,0,0,0,0,0,0,412900,5513430.16779088
402,Benjamin Banneker HS,-77.023976968,38.923832421,High,hs,9,1,FALSE,2016,0.25,0,7,10,454,3236235.80267337,210059.8122365,29627.2061378112,0,98784.2353156116,601311,0,0,122265.3,0,0,89169,0,0,0,211434.3,4387452.35636329
212,Brent ES,-77.00145985,38.884800874,Elementary,es,4,6,FALSE,2016,0.06,66,5,33,380,3228538.68661638,511720,21165.4467646207,0,9200,0,0,0,49270,0,0,0,0,0,0,49270,3819894.133381
213,Brightwood EC,-77.030688846,38.960535392,Education Campus,campus,6,4,FALSE,2016,0.47,87,408,66,670,5130642.37991639,697800,2117379.8122365,97586.9965,277413.660164067,0,0,0,494485.4,93040,0,0,0,0,0,587525.4,8908348.24881696
404,Browne EC,-76.970667058,38.902598548,Education Campus,campus,6,5,TRUE,2016,0.68,71,24,55,336,3654648.08710658,886759.248946,93040,46497.9585,152967.326062021,0,0,14717.3767191274,445246,0,0,0,0,0,0,445246,5293875.99733373
296,Bruce-Monroe ES @ Park View,-77.021185666,38.934413761,Elementary,es,3,1,FALSE,2016,0.51,100,303,52,478,4092908.60592944,604760,1581680,97586.9965,201612.02002444,0,0,0,276540.927906977,139560,0,0,0,0,0,416100.927906977,6994648.55036085
221,Burrville ES,-76.92445918,38.900565431,Elementary,es,4,7,FALSE,2016,0.68,99,2,27,378,3169175.07781347,372160,8460.2862623046,0,156033.43288848,0,0,0,264817,0,0,0,0,0,162567.327906977,427384.327906977,4133213.12487123
247,C.W. Harris ES,-76.926115499,38.883598497,Elementary,es,4,7,TRUE,2016,0.79,56,2,70,309,2662208.3864313,1111666.708946,8460.2862623046,0,126223.395145736,0,0,0,419440,0,0,0,0,0,0,419440,4327998.77678534
629,Capitol Hill Montessori,-77.002562701,38.898529974,Education Campus,campus,2,6,FALSE,2016,0.08,126,3,10,339,3157545.70017972,186080,12694.2173928778,0,7750,0,0,0,63900,0,0,0,0,0,0,63900,3427969.9175726
454,Cardozo EC,-77.028470794,38.922172198,Education Campus,campus,8,1,TRUE,2016,0.73,0,334,198,844,6382674.95035751,2949432.1035475,1722679.624473,1592,338785.796693244,0,0,0,1105637.6,0,0,0,46960,0,0,1152597.6,12547762.0750713
947,CHOICE Academy,-77.006775952,38.913502755,Alternative,other,7,5,FALSE,2016,NA,0,0,10,9,813744.555515569,186080,0,0,125,0,0,0,0,0,0,0,0,0,0,0,999949.555515569
224,Cleveland ES,-77.022707176,38.915144954,Elementary,es,3,1,FALSE,2016,0.44,81,50,31,317,2878822.95742798,279120,186080,59270.218,133669.654581422,0,0,0,210779.527906977,0,0,0,0,0,0,210779.527906977,3747742.35791638
442,Columbia Heights EC (CHEC),-77.035858309,38.929544434,Education Campus,campus,9,1,FALSE,2016,0.54,0,471,150,1401,8414222.00292614,1813312.978946,2420479.624473,0,522784.038410627,199581,0,0,1201534.6,0,0,160419,52598,0,0,1414551.6,14784931.2447558
455,Coolidge HS,-77.019578251,38.967284215,High,hs,9,4,TRUE,2016,0.76,0,59,115,401,3467626.60817178,2018559.5001285,279120,0,171363.967020774,0,0,0,528354.4,0,0,0,40460,0,0,568814.4,6505484.47532106
405,Deal MS,-77.075199068,38.952896407,Middle,ms,7,3,FALSE,2016,0.08,0,44,108,1332,7962508.11697038,1302560,186080,0,32800,0,2127585.28302962,0,198336.6,0,0,0,0,0,0,198336.6,11809870
231,Drew ES,-76.919927008,38.89599364,Elementary,es,2,7,TRUE,2016,0.83,52,0,29,220,2186844.72334814,559679.624473,0,59270.218,87215.0369236165,0,0,0,364206,0,0,0,0,0,0,364206,3257215.60274475
467,Dunbar HS,-77.014693861,38.908523215,High,hs,9,5,TRUE,2016,0.74,0,5,196,686,5106735.51424939,2369146.333419,21178.0734293573,0,283132.858556062,0,0,0,892003.7,0,0,0,56644,0,0,948647.7,8728840.47965381
457,Eastern HS,-76.979684293,38.890402328,High,hs,9,6,FALSE,2016,0.7,0,5,283,1070,6411261.75491559,3144171.6646015,21159.1334322525,0,444835.489836537,0,0,0,1127474.43807262,46520,0,0,60690,0,166769.461927381,1401453.9,11422881.9427859
232,Eaton ES,-77.065821138,38.932726738,Elementary,es,5,3,FALSE,2016,0.05,36,43,31,477,3494419.98111864,418680,186080,0,11875,0,135425.018881361,0,49395,0,0,0,0,0,0,49395,4295875
471,Ellington School of the Arts,-77.070307568,38.913446043,Art,other,8,2,FALSE,2016,0.33,0,0,24,527,3589148.71018812,418680,0,0,13075,1874308.643,0,0,17300,0,0,306400.3,0,0,0,323700.3,6218912.65318812
407,Eliot-Hine MS,-76.978977919,38.892431159,Middle,ms,7,6,TRUE,2016,0.63,0,2,62,239,2419243.19940607,1070432.603419,8459.86537348,0,111330.876274365,0,0,45440.7720081112,234145,46520,0,0,0,0,0,280665,3935572.31648103
238,Garfield ES,-76.970804777,38.851733042,Elementary,es,1,8,TRUE,2016,0.82,55,1,38,297,2481496.06505141,654159.248946,0,0,123157.288319278,0,0,0,290020.5,46520,0,0,0,0,118136.8,454677.3,3713489.90231668
239,Garrison ES,-77.028612556,38.913900957,Elementary,es,3,2,FALSE,2016,0.48,98,38,54,260,2478174.77120957,982678.497892,186080,59270.218,106049.693143292,0,0,557.0553375734,145740,46520,0,0,0,0,0,192260,4005070.23558243
227,H.D. Cooke ES,-77.038810584,38.923942751,Elementary,es,1,1,TRUE,2016,0.54,87,171,45,395,3555835.38838256,624893.5422365,744320,97586.9965,173554.043325388,0,0,0,255217.927906977,0,93040,0,0,0,0,348257.927906977,5544447.89835142
246,Hardy MS,-77.068613896,38.915508698,Middle,ms,7,2,FALSE,2016,0.25,0,22,65,380,3173662.9075298,793719.248946,93040,0,74080.3807039406,0,0,127742.978174458,177754.5,0,0,0,0,0,0,177754.5,4440000.0153542
413,Hart MS,-76.997178747,38.837737537,Middle,ms,7,8,TRUE,2016,0.82,0,0,123,431,3409449.80062493,1630112.227892,0,0,207744.233677358,0,0,914503.564691107,567458.3,93040,0,0,0,0,0,660498.3,6822308.1268854
258,Hearst ES,-77.071955219,38.940722313,Elementary,es,4,3,FALSE,2016,0.13,42,28,37,300,2672323.09594894,748638.873419,139560,0,7275,0,0,0,4875,93040,0,0,0,0,0,97915,3665711.96936794
249,Hendley ES,-76.999184846,38.82898558,Elementary,es,1,8,FALSE,2016,0.9,59,0,59,510,4028022.05068066,465200,0,0,218256.599939503,0,0,0,652176,93040,0,0,0,0,60130.5279069766,805346.527906977,5516825.17852714
251,Houston ES,-76.929947647,38.905414986,Elementary,es,2,7,FALSE,2016,0.75,59,1,48,291,2328350.1749185,841678.873419,0,0,120967.212014664,0,0,0,237371.5,46520,0,0,0,0,70519.9279069767,354411.427906977,3645407.68825914
252,Hyde-Addison ES,-77.064537819,38.908019234,Elementary,es,5,2,FALSE,2016,0.08,35,25,19,322,2880456.41515476,325640,93040,0,7625,0,0,138940.304427111,3125,0,0,0,0,0,0,3125,3448826.71958187
950,Incarcerated Youth Program,-76.976378916,38.883430572,Alternative,other,8,7,FALSE,2016,NA,0,3,20,24,938580.444617178,465200,12689.1667269832,8092,700,0,0,0,0,0,0,0,0,0,0,0,1425261.61134416
339,J.O. Wilson ES,-76.996589022,38.902757665,Elementary,es,3,6,FALSE,2016,0.5,115,6,62,493,4166642.48971583,769739.4367095,25414.9507817024,186992.813,202050.035285363,0,0,0,372374.5,0,0,0,0,0,34427.7279069767,406802.227906977,5757641.95339937
254,Janney ES,-77.080994825,38.947550086,Elementary,es,5,3,FALSE,2016,0.01,80,27,46,730,5001072.13711133,651280,93040,0,17325,0,795060.162888666,0,13097.7,0,0,0,0,0,0,13097.7,6570875
415,Jefferson MS,-77.02291066,38.879870599,Middle,ms,7,6,FALSE,2016,0.65,0,3,61,282,2534925.23352758,816259.4367095,12694.8487261147,0,120091.181492819,105215,0,451516.728311123,342411.3,0,0,0,0,0,0,342411.3,4383113.72876713
416,Johnson MS,-76.983703681,38.851336572,Middle,ms,7,8,TRUE,2016,0.79,0,2,79,299,2622864.86192292,1207113.354473,8459.86537348,0,126223.395145736,15000,0,0,445326,0,0,0,0,0,0,445326,4424987.47691513
421,Kelly Miller MS,-76.932455065,38.893315031,Middle,ms,7,7,TRUE,2016,0.7,0,6,126,565,3957297.05517866,1489112.603419,25394.7481181239,0,237091.256159179,0,0,0,739084.5,0,0,0,0,0,0,739084.5,6447980.16287497
257,Ketcham ES,-76.983621162,38.86604236,Elementary,es,3,8,TRUE,2016,0.86,70,0,35,320,2659124.32699486,465200,0,0,134107.669842345,0,0,0,374275,0,0,0,0,0,86789.1279069767,461064.127906977,3719496.12474418
272,Key ES,-77.100527318,38.926801504,Elementary,es,2,3,FALSE,2016,0.03,30,27,21,395,3039431.33357481,372160,93040,0,9575,0,0,74386.9277517507,1375,46520,0,0,0,0,0,47895,3636488.26132656
259,Kimball ES,-76.957572707,38.883082756,Elementary,es,3,7,TRUE,2016,0.77,70,0,46,352,2988171.30835242,418680,0,0,151190.26501833,0,0,0,319509.127906977,139560,0,0,0,0,0,459069.127906977,4017110.70127772
344,"King, M.L. ES",-76.998238991,38.842442852,Elementary,es,1,8,TRUE,2016,0.88,71,2,35,388,3338504.32471027,465200,8459.0235958309,0,161289.616019552,0,0,0,498189.027906977,93040,0,0,0,0,0,591229.027906977,4564681.99223264
417,Kramer MS,-76.980171305,38.87128607,Middle,ms,7,8,TRUE,2016,0.8,0,0,76,318,2697870.51006057,1090093.5422365,0,0,144620.03610449,0,0,59618.4594315998,475259.4,0,0,0,0,0,0,475259.4,4467461.94783316
261,Lafayette ES,-77.068037122,38.96662722,Elementary,es,4,4,FALSE,2016,0.03,80,22,37,693,5132850.60208125,418680,93040,0,17425,0,621524.397918746,0,49020,0,0,0,0,0,0,49020,6332540
235,Langley ES,-77.005890393,38.915162564,Elementary,es,4,5,FALSE,2016,0.64,68,6,62,310,2634597.05129587,1302065.582365,25422.5267805443,0,125347.364623891,0,0,0,133215,0,0,0,0,0,183774.427906977,316989.427906977,4404421.95297228
264,LaSalle-Backus EC,-76.999882544,38.959971809,Education Campus,campus,6,4,TRUE,2016,0.52,52,107,63,352,3343690.10786994,1134206.8967095,558240,72042.4775,151628.280279253,0,0,0,342411.3,0,0,0,0,0,0,342411.3,5602219.06235869
266,Leckie ES,-77.012891913,38.828196449,Elementary,es,2,8,FALSE,2016,0.47,101,11,58,474,3805134.73294615,511720,46543.5697741749,110359.256,207306.218416435,0,0,0,326950,93040,0,0,0,0,0,419990,5101053.77713676
271,Ludlow-Taylor ES,-76.996492494,38.898743808,Elementary,es,1,6,FALSE,2016,0.32,95,3,53,351,3027112.59654805,982678.497892,12698.0053922988,135905.5155,147686.142930949,0,0,0,159761.5,0,0,0,0,0,0,159761.5,4465842.25826329
884,Luke Moore HS,-76.992316326,38.932276047,High,hs,9,5,TRUE,2016,NA,0,5,27,362,2826949.21191977,511720,21155.9767660683,80920,152066.295540176,0,0,23237.0711747436,0,0,0,0,0,0,0,0,3616048.55540076
308,Malcolm X ES,-76.983398577,38.841645061,Elementary,es,2,8,TRUE,2016,0.85,64,0,29,229,2277911.88939219,485333.5422365,0,0,106049.693143292,0,0,0,267348.027906977,46520,0,0,0,0,0,313868.027906977,3183163.15267896
273,Mann ES,-77.087826194,38.934291971,Elementary,es,5,3,FALSE,2016,0.01,40,34,24,335,2877603.06945125,396139.8122365,186080,0,7550,0,0,0,5613.3,0,0,0,0,0,0,5613.3,3472986.18168775
284,Marie Reed ES,-77.040529953,38.919167306,Elementary,es,3,1,FALSE,2016,0.36,104,195,41,394,3468580.87912024,418680,837360,97586.9965,170487.936498929,0,0,15905.6503988877,81771,0,93040,0,0,0,35525.7279069767,210336.727906977,5218938.19042503
